"Uniprot_Accession","Uniprot_ID","REACTOME_ID","REACTOME_description"
"P58876","H2B1D_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"P20671","H2A1D_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"P23527","H2B1O_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q16777","H2A2C_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q99877","H2B1N_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q5EE01","CENPW_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q9H3R5","CENPH_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q92674","CENPI_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q8N2Z9","CENPS_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q6P0N0","M18BP_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"P49450","CENPA_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q9BU64","CENPO_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q99878","H2A1J_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"P62805","H4_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"A8MT69","CENPX_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q96H22","CENPN_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q93077","H2A1C_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"P57053","H2BFS_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q9BS16","CENPK_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q6FI13","H2A2A_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q96T23","RSF1_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"Q8NCD3","HJURP_HUMAN","R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere"
"P00156","CYB_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q16795","NDUA9_HUMAN","R-HSA-611105","Respiratory electron transport"
"O14949","QCR8_HUMAN","R-HSA-611105","Respiratory electron transport"
"O43678","NDUA2_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q16134","ETFD_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q9P0S2","COX16_HUMAN","R-HSA-611105","Respiratory electron transport"
"P47985","UCRI_HUMAN","R-HSA-611105","Respiratory electron transport"
"O15239","NDUA1_HUMAN","R-HSA-611105","Respiratory electron transport"
"O43674","NDUB5_HUMAN","R-HSA-611105","Respiratory electron transport"
"O75251","NDUS7_HUMAN","R-HSA-611105","Respiratory electron transport"
"P31930","QCR1_HUMAN","R-HSA-611105","Respiratory electron transport"
"O75306","NDUS2_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q9BSH4","TACO1_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q12931","TRAP1_HUMAN","R-HSA-611105","Respiratory electron transport"
"O43819","SCO2_HUMAN","R-HSA-611105","Respiratory electron transport"
"P12074","CX6A1_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q86Y39","NDUAB_HUMAN","R-HSA-611105","Respiratory electron transport"
"P00403","COX2_HUMAN","R-HSA-611105","Respiratory electron transport"
"P03915","NU5M_HUMAN","R-HSA-611105","Respiratory electron transport"
"O43676","NDUB3_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q5RI15","COX20_HUMAN","R-HSA-611105","Respiratory electron transport"
"P51970","NDUA8_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q9GZY4","COA1_HUMAN","R-HSA-611105","Respiratory electron transport"
"P56556","NDUA6_HUMAN","R-HSA-611105","Respiratory electron transport"
"P42704","LPPRC_HUMAN","R-HSA-611105","Respiratory electron transport"
"P10176","COX8A_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q15526","SURF1_HUMAN","R-HSA-611105","Respiratory electron transport"
"P07919","QCR6_HUMAN","R-HSA-611105","Respiratory electron transport"
"P09669","COX6C_HUMAN","R-HSA-611105","Respiratory electron transport"
"P99999","CYC_HUMAN","R-HSA-611105","Respiratory electron transport"
"O95298","NDUC2_HUMAN","R-HSA-611105","Respiratory electron transport"
"O75438","NDUB1_HUMAN","R-HSA-611105","Respiratory electron transport"
"O43677","NDUC1_HUMAN","R-HSA-611105","Respiratory electron transport"
"O43181","NDUS4_HUMAN","R-HSA-611105","Respiratory electron transport"
"P03923","NU6M_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q9Y6M9","NDUB9_HUMAN","R-HSA-611105","Respiratory electron transport"
"P00395","COX1_HUMAN","R-HSA-611105","Respiratory electron transport"
"P03891","NU2M_HUMAN","R-HSA-611105","Respiratory electron transport"
"P14854","CX6B1_HUMAN","R-HSA-611105","Respiratory electron transport"
"O75489","NDUS3_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q49B96","COX19_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q99643","C560_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q96B77","TM186_HUMAN","R-HSA-611105","Respiratory electron transport"
"O14548","COX7R_HUMAN","R-HSA-611105","Respiratory electron transport"
"P14927","QCR7_HUMAN","R-HSA-611105","Respiratory electron transport"
"P03897","NU3M_HUMAN","R-HSA-611105","Respiratory electron transport"
"P19404","NDUV2_HUMAN","R-HSA-611105","Respiratory electron transport"
"P03886","NU1M_HUMAN","R-HSA-611105","Respiratory electron transport"
"P03905","NU4M_HUMAN","R-HSA-611105","Respiratory electron transport"
"P13804","ETFA_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q9P0J0","NDUAD_HUMAN","R-HSA-611105","Respiratory electron transport"
"P21912","SDHB_HUMAN","R-HSA-611105","Respiratory electron transport"
"O43920","NDUS5_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q8N8Q8","COX18_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q9H8M1","CQ10B_HUMAN","R-HSA-611105","Respiratory electron transport"
"O95178","NDUB2_HUMAN","R-HSA-611105","Respiratory electron transport"
"P10606","COX5B_HUMAN","R-HSA-611105","Respiratory electron transport"
"O75880","SCO1_HUMAN","R-HSA-611105","Respiratory electron transport"
"O95299","NDUAA_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q96I36","COX14_HUMAN","R-HSA-611105","Respiratory electron transport"
"O00217","NDUS8_HUMAN","R-HSA-611105","Respiratory electron transport"
"P56181","NDUV3_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q9Y6N1","COX11_HUMAN","R-HSA-611105","Respiratory electron transport"
"P22695","QCR2_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q9UI09","NDUAC_HUMAN","R-HSA-611105","Respiratory electron transport"
"O14521","DHSD_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q9UDW1","QCR9_HUMAN","R-HSA-611105","Respiratory electron transport"
"O14957","QCR10_HUMAN","R-HSA-611105","Respiratory electron transport"
"P08574","CY1_HUMAN","R-HSA-611105","Respiratory electron transport"
"O95169","NDUB8_HUMAN","R-HSA-611105","Respiratory electron transport"
"P13073","COX41_HUMAN","R-HSA-611105","Respiratory electron transport"
"P28331","NDUS1_HUMAN","R-HSA-611105","Respiratory electron transport"
"P49821","NDUV1_HUMAN","R-HSA-611105","Respiratory electron transport"
"P00414","COX3_HUMAN","R-HSA-611105","Respiratory electron transport"
"O14561","ACPM_HUMAN","R-HSA-611105","Respiratory electron transport"
"P20674","COX5A_HUMAN","R-HSA-611105","Respiratory electron transport"
"O95139","NDUB6_HUMAN","R-HSA-611105","Respiratory electron transport"
"P31040","SDHA_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q96MF6","CQ10A_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q9NX14","NDUBB_HUMAN","R-HSA-611105","Respiratory electron transport"
"P15954","COX7C_HUMAN","R-HSA-611105","Respiratory electron transport"
"O95168","NDUB4_HUMAN","R-HSA-611105","Respiratory electron transport"
"O95167","NDUA3_HUMAN","R-HSA-611105","Respiratory electron transport"
"O00483","NDUA4_HUMAN","R-HSA-611105","Respiratory electron transport"
"Q16718","NDUA5_HUMAN","R-HSA-611105","Respiratory electron transport"
"P24311","COX7B_HUMAN","R-HSA-611105","Respiratory electron transport"
"P38117","ETFB_HUMAN","R-HSA-611105","Respiratory electron transport"
"O75380","NDUS6_HUMAN","R-HSA-611105","Respiratory electron transport"
"O95182","NDUA7_HUMAN","R-HSA-611105","Respiratory electron transport"
"O96000","NDUBA_HUMAN","R-HSA-611105","Respiratory electron transport"
"P17568","NDUB7_HUMAN","R-HSA-611105","Respiratory electron transport"
"P07510","ACHG_HUMAN","R-HSA-629587","Highly sodium permeable postsynaptic acetylcholine nicotinic receptors"
"Q07001","ACHD_HUMAN","R-HSA-629587","Highly sodium permeable postsynaptic acetylcholine nicotinic receptors"
"P17787","ACHB2_HUMAN","R-HSA-629587","Highly sodium permeable postsynaptic acetylcholine nicotinic receptors"
"P30926","ACHB4_HUMAN","R-HSA-629587","Highly sodium permeable postsynaptic acetylcholine nicotinic receptors"
"P32297","ACHA3_HUMAN","R-HSA-629587","Highly sodium permeable postsynaptic acetylcholine nicotinic receptors"
"Q04844","ACHE_HUMAN","R-HSA-629587","Highly sodium permeable postsynaptic acetylcholine nicotinic receptors"
"P43681","ACHA4_HUMAN","R-HSA-629587","Highly sodium permeable postsynaptic acetylcholine nicotinic receptors"
"Q9UGM1","ACHA9_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"Q15822","ACHA2_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"Q15825","ACHA6_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"P32297","ACHA3_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"P36544","ACHA7_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"P02708","ACHA_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"P43681","ACHA4_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"Q05901","ACHB3_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"P30532","ACHA5_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"P17787","ACHB2_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"P30926","ACHB4_HUMAN","R-HSA-629594","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"Q15822","ACHA2_HUMAN","R-HSA-629597","Highly calcium permeable nicotinic acetylcholine receptors"
"P32297","ACHA3_HUMAN","R-HSA-629597","Highly calcium permeable nicotinic acetylcholine receptors"
"P17787","ACHB2_HUMAN","R-HSA-629597","Highly calcium permeable nicotinic acetylcholine receptors"
"Q05901","ACHB3_HUMAN","R-HSA-629597","Highly calcium permeable nicotinic acetylcholine receptors"
"Q15825","ACHA6_HUMAN","R-HSA-629597","Highly calcium permeable nicotinic acetylcholine receptors"
"P30926","ACHB4_HUMAN","R-HSA-629597","Highly calcium permeable nicotinic acetylcholine receptors"
"P30532","ACHA5_HUMAN","R-HSA-629597","Highly calcium permeable nicotinic acetylcholine receptors"
"P43681","ACHA4_HUMAN","R-HSA-629597","Highly calcium permeable nicotinic acetylcholine receptors"
"P02708","ACHA_HUMAN","R-HSA-629597","Highly calcium permeable nicotinic acetylcholine receptors"
"P52657","T2AG_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P49848","TAF6_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P18074","ERCC2_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q6ZYL4","TF2H5_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P24928","RPB1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P63272","SPT4H_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P19387","RPB3_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q92750","TAF4B_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q13889","TF2H3_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q12962","TAF10_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q5H9L4","TAF7L_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q92759","TF2H4_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q9GZS3","SKI8_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q92804","RBP56_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P52655","TF2AA_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q15544","TAF11_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q15542","TAF5_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P61218","RPAB2_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P52434","RPAB3_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q8IZX4","TAF1L_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"O00268","TAF4_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q09161","NCBP1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P35269","T2FA_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P50750","CDK9_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q92541","RTF1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"O60583","CCNT2_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q03111","ENL_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q15370","ELOB_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P29083","T2EA_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P51946","CCNH_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P62487","RPB7_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q9UHB7","AFF4_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q16594","TAF9_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q00403","TF2B_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P36954","RPB9_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q96CJ1","EAF2_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P20226","TBP_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q96JC9","EAF1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q8IXH7","NELFD_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q14241","ELOA1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q8N7H5","PAF1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P52435","RPB11_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q6P1X5","TAF2_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P29084","T2EB_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P18615","NELFE_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q13888","TF2H2_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q8WX92","NELFB_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P23193","TCEA1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q6PD62","CTR9_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"O00267","SPT5H_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q96ST2","IWS1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"O60563","CCNT1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q8WVC0","LEO1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"O75909","CCNK_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q7KZ85","SPT6H_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P19447","ERCC3_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q15545","TAF7_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q9Y5B0","CTDP1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P52298","NCBP2_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P50613","CDK7_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P53803","RPAB4_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q15543","TAF13_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P21675","TAF1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P30876","RPB2_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q9H3P2","NELFA_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q5VWG9","TAF3_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P62875","RPAB5_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q9HBM6","TAF9B_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q8IYF1","ELOA2_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q08945","SSRP1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P51948","MAT1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P19388","RPAB1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q16514","TAF12_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q6P1J9","CDC73_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P42568","AF9_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"O15514","RPB4_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P55199","ELL_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q15369","ELOC_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P32780","TF2H1_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q9Y5B9","SP16H_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"P13984","T2FB_HUMAN","R-HSA-674695","RNA Polymerase II Pre-transcription Events"
"Q9ULR0","ISY1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P0CG48","UBC_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P0CG47","UBB_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q13889","TF2H3_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q93009","UBP7_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q9UBW8","CSN7A_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P50613","CDK7_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P51948","MAT1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q13216","ERCC8_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P19447","ERCC3_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P62987","RL40_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q9UMS4","PRP19_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P18074","ERCC2_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P32780","TF2H1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q92759","TF2H4_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"O15514","RPB4_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q09472","EP300_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P62487","RPB7_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q96NB3","ZN830_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q6ZYL4","TF2H5_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P53803","RPAB4_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q9UNS2","CSN3_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P51946","CCNH_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q99627","CSN8_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P61201","CSN2_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P36954","RPB9_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q13620","CUL4B_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P62875","RPAB5_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P52434","RPAB3_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P30876","RPB2_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P62979","RS27A_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q16531","DDB1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q9H9Q2","CSN7B_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q7L5N1","CSN6_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q03468","ERCC6_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q13619","CUL4A_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P19387","RPB3_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q13098","CSN1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P23025","XPA_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q9BT78","CSN4_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"O60306","AQR_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q13888","TF2H2_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P19388","RPAB1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P62877","RBX1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P52435","RPB11_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q9UNP9","PPIE_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P61218","RPAB2_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P23193","TCEA1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q92905","CSN5_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q9HCS7","SYF1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q2YD98","UVSSA_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P24928","RPB1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"P05114","HMGN1_HUMAN","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex"
"Q09472","EP300_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P62875","RPAB5_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P51946","CCNH_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P51948","MAT1_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"Q13216","ERCC8_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"Q9UMS4","PRP19_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P52435","RPB11_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P0CG48","UBC_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P61218","RPAB2_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P32780","TF2H1_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"O15514","RPB4_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"Q6ZYL4","TF2H5_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P50613","CDK7_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P23193","TCEA1_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"Q9ULR0","ISY1_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"Q16531","DDB1_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"Q93009","UBP7_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"Q92759","TF2H4_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P62487","RPB7_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"Q13619","CUL4A_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P52434","RPAB3_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P62987","RL40_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P36954","RPB9_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P62979","RS27A_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"Q2YD98","UVSSA_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"P24928","RPB1_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"Q9UNP9","PPIE_HUMAN","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
